year,category,canonical_category,nominee,nominee_id,work,work_id,role,network,poster_url,nominee_url,winner,show_first_air_date,show_status,show_seasons,show_runtime,show_genres,show_overview,backdrop_url,imdb_show_url,tmdb_show_url,person_birthday,person_birthplace,person_department,person_gender,person_biography,imdb_person_url,tmdb_person_url
2004,Outstanding Supporting Actress in a Comedy Series,Outstanding Supporting Actress in a Comedy Series,Megan Mullally,,Will & Grace,,Karen Walker,NBC,,https://image.tmdb.org/t/p/w500/ypdczVeLt9B2zSOeY7e6RO2XWJQ.jpg,false,,,,,,,,,,,,,,,,
2004,Outstanding Supporting Actress in a Drama Series,Outstanding Supporting Actress in a Drama Series,Drea de Matteo,nm0005576,The Sopranos,tt0141842,Adriana La Cerva,HBO,https://image.tmdb.org/t/p/w500/rTc7ZXdroqjkKivFPvCPX0Ru7uw.jpg,https://image.tmdb.org/t/p/w500/9GTHIR3MjZYstqVLDdEgJSQUyw8.jpg,true,1999-01-10,Ended,6,,"Crime, Drama","The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.",https://image.tmdb.org/t/p/w500/lNpkvX2s8LGB0mjGODMT4o6Up7j.jpg,https://www.imdb.com/title/tt0141842/,https://www.themoviedb.org/tv/1398,1972-01-19,"Queens, New York City, New York, USA",Acting,Female,"Drea de Matteo (born January 19, 1972) is an American actress, best known for her roles as Adriana La Cerva on the HBO TV series The Sopranos, Joey Tribbiani's sister Gina on the NBC sitcom Joey and as Angie Bolen on ABC's Desperate Housewives.",https://www.imdb.com/name/nm0005576/,https://www.themoviedb.org/person/70767
2004,Outstanding Supporting Actress in a Drama Series,Outstanding Supporting Actress in a Drama Series,Janel Moloney,,The West Wing,,Donna Moss,NBC,,https://image.tmdb.org/t/p/w500/buqdVJTYlomwaVxkTFev53DeV3D.jpg,false,,,,,,,,,,,,,,,,
2004,Outstanding Supporting Actress in a Drama Series,Outstanding Supporting Actress in a Drama Series,Robin Weigert,,Deadwood,,Calamity Jane,HBO,,https://image.tmdb.org/t/p/w500/ifGimfhXs7WIyDJMIX8kJtUte88.jpg,false,,,,,,,,,,,,,,,,
2004,Outstanding Supporting Actress in a Drama Series,Outstanding Supporting Actress in a Drama Series,Stockard Channing,,The West Wing,,First Lady Abbey Bartlet,NBC,,https://image.tmdb.org/t/p/w500/qAYBGvapAnnhpoZuYFyoqetncs5.jpg,false,,,,,,,,,,,,,,,,
2004,Outstanding Supporting Actress in a Drama Series,Outstanding Supporting Actress in a Drama Series,Tyne Daly,,Judging Amy,,Maxine Gray,CBS,,https://image.tmdb.org/t/p/w500/uR0nx2bniih1Kdhst5R3LH59smk.jpg,false,,,,,,,,,,,,,,,,
2004,Outstanding Supporting Actress in a Miniseries or Movie,Outstanding Supporting Actress in a Miniseries or Movie,Angela Lansbury,,The Blackwater Lightship,,Dora,CBS,,https://image.tmdb.org/t/p/w500/gGAWbfMqhJnXzC8dRLeOSXOo9vO.jpg,false,,,,,,,,,,,,,,,,
2004,Outstanding Supporting Actress in a Miniseries or Movie,Outstanding Supporting Actress in a Miniseries or Movie,Anjelica Huston,,Iron Jawed Angels,,Carrie Chapman Catt,HBO,,https://image.tmdb.org/t/p/w500/6hnYeHa7Rc1w1MmQ3JsLSIb7yCX.jpg,false,,,,,,,,,,,,,,,,
2004,Outstanding Supporting Actress in a Miniseries or Movie,Outstanding Supporting Actress in a Miniseries or Movie,Anne Heche,,Gracie's Choice,,Rowena Larson,Lifetime,,https://image.tmdb.org/t/p/w500/65LVuA01bmKCmr8yqY2Ae3IgeC4.jpg,false,,,,,,,,,,,,,,,,
2004,Outstanding Supporting Actress in a Miniseries or Movie,Outstanding Supporting Actress in a Miniseries or Movie,Julie Andrews,,Eloise at Christmastime,,Nanny,ABC,,https://image.tmdb.org/t/p/w500/yQ0J92DMiLtQYoytLJ6CuBkdeN0.jpg,false,,,,,,,,,,,,,,,,
2004,Outstanding Supporting Actress in a Miniseries or Movie,Outstanding Supporting Actress in a Miniseries or Movie,Mary-Louise Parker,,Angels in America,,Harper Pitt,HBO,,https://image.tmdb.org/t/p/w500/ljaNmBF31BbOvrrawms7vCsIqBP.jpg,true,,,,,,,,,,,,,,,,
2004,"Outstanding Variety, Music or Comedy Series","Outstanding Variety, Music or Comedy Series",,,The Daily Show with Jon Stewart,,,Comedy Central,,,true,,,,,,,,,,,,,,,,
2004,"Outstanding Variety, Music or Comedy Series","Outstanding Variety, Music or Comedy Series",,,Chappelle's Show,,,Comedy Central,https://image.tmdb.org/t/p/w500/aHpTmNU2wLHokoVpzcnh2VQBJOI.jpg,,false,,,,,,,,,,,,,,,,
2004,"Outstanding Variety, Music or Comedy Series","Outstanding Variety, Music or Comedy Series",,,Late Night with Conan O'Brien,,,NBC,https://image.tmdb.org/t/p/w500/gJZ1rhLLFpatuAeylJoUI82DKC7.jpg,,false,,,,,,,,,,,,,,,,
2004,"Outstanding Variety, Music or Comedy Series","Outstanding Variety, Music or Comedy Series",,,Late Show with David Letterman,,,CBS,https://image.tmdb.org/t/p/w500/fTBC5EpsgKmli9VQcJMtqQ08Qj4.jpg,,false,,,,,,,,,,,,,,,,
2004,"Outstanding Variety, Music or Comedy Series","Outstanding Variety, Music or Comedy Series",,,Saturday Night Live,,,NBC,https://image.tmdb.org/t/p/w500/s1cZBqbMwAF3w8S3Yo0j5nr2Yuo.jpg,,false,,,,,,,,,,,,,,,,
2004,Outstanding Writing for a Comedy Series,Outstanding Writing for a Comedy Series,Christopher Lloyd and Joe Keenan,,"Frasier: ""Goodnight, Seattle""",,,NBC,https://image.tmdb.org/t/p/w500/gYAb6GCVEFsU9hzMCG5rxaxoIv3.jpg,,false,,,,,,,,,,,,,,,,
2004,Outstanding Writing for a Comedy Series,Outstanding Writing for a Comedy Series,Julie Rottenberg and Elisa Zuritsky,,"Sex and the City: ""The Ick Factor""",,,HBO,https://image.tmdb.org/t/p/w500/jfLp8gTfdi9d8onEFJ60kp1Bl1e.jpg,,false,,,,,,,,,,,,,,,,
2004,Outstanding Writing for a Comedy Series,Outstanding Writing for a Comedy Series,Michael Patrick King,,"Sex and the City: ""An American Girl in Paris: Part Deux""",,,HBO,https://image.tmdb.org/t/p/w500/jfLp8gTfdi9d8onEFJ60kp1Bl1e.jpg,,false,,,,,,,,,,,,,,,,
2004,Outstanding Writing for a Comedy Series,Outstanding Writing for a Comedy Series,Mitchell Hurwitz,,"Arrested Development: ""Pilot""",,,Fox,https://image.tmdb.org/t/p/w500/p4r4RD7RsNcJVoz0H6z3dBoTBtW.jpg,,true,,,,,,,,,,,,,,,,
2004,Outstanding Writing for a Comedy Series,Outstanding Writing for a Comedy Series,Neil Goldman and Garrett Donovan,,"Scrubs: ""My Screw Up""",,,NBC,https://image.tmdb.org/t/p/w500/w7ri7byEYLdciSZOwWHj6TUAX7j.jpg,,false,,,,,,,,,,,,,,,,
2004,Outstanding Writing for a Drama Series,Outstanding Writing for a Drama Series,David Milch,,"Deadwood: ""Deadwood""",,,HBO,https://image.tmdb.org/t/p/w500/fWwxYAuqY4Na7fKI3Qq2nFWCwG8.jpg,,false,,,,,,,,,,,,,,,,
2004,Outstanding Writing for a Drama Series,Outstanding Writing for a Drama Series,Matthew Weiner and Terence Winter,,"The Sopranos: ""Unidentified Black Males""",,,HBO,https://image.tmdb.org/t/p/w500/rTc7ZXdroqjkKivFPvCPX0Ru7uw.jpg,,false,,,,,,,,,,,,,,,,
2004,Outstanding Writing for a Drama Series,Outstanding Writing for a Drama Series,Michael Caleo,,"The Sopranos: ""Where's Johnny?""",,,HBO,https://image.tmdb.org/t/p/w500/rTc7ZXdroqjkKivFPvCPX0Ru7uw.jpg,,false,,,,,,,,,,,,,,,,
2004,Outstanding Writing for a Drama Series,Outstanding Writing for a Drama Series,Robin Green and Mitchell Burgess,,"The Sopranos: ""Irregular Around the Margins""",,,HBO,https://image.tmdb.org/t/p/w500/rTc7ZXdroqjkKivFPvCPX0Ru7uw.jpg,,false,,,,,,,,,,,,,,,,
2004,Outstanding Writing for a Drama Series,Outstanding Writing for a Drama Series,Terence Winter,,"The Sopranos: ""Long Term Parking""",,,HBO,https://image.tmdb.org/t/p/w500/rTc7ZXdroqjkKivFPvCPX0Ru7uw.jpg,,true,,,,,,,,,,,,,,,,
2004,"Outstanding Writing for a Miniseries, Movie or Dramatic Special","Outstanding Writing for a Miniseries, Movie or Dramatic Special","Jane Marchwood, Thomas Rickman, and Elizabeth Egloff",,The Reagans,,,Showtime,https://image.tmdb.org/t/p/w500/5M0rEx9Wvcz6kO03UWT6UmrgYGg.jpg,,false,,,,,,,,,,,,,,,,
2004,"Outstanding Writing for a Miniseries, Movie or Dramatic Special","Outstanding Writing for a Miniseries, Movie or Dramatic Special",Larry Gelbart,,And Starring Pancho Villa as Himself,,,HBO,https://image.tmdb.org/t/p/w500/aPXm56o3tEQdk0QTR6sZzmyw4f5.jpg,,false,,,,,,,,,,,,,,,,
2004,"Outstanding Writing for a Miniseries, Movie or Dramatic Special","Outstanding Writing for a Miniseries, Movie or Dramatic Special",Peter Silverman and Robert Caswell,,Something the Lord Made,,,HBO,https://image.tmdb.org/t/p/w500/lk2wEO6Rt3mnZmfRTu8wvYiGPmp.jpg,,false,,,,,,,,,,,,,,,,
2004,"Outstanding Writing for a Miniseries, Movie or Dramatic Special","Outstanding Writing for a Miniseries, Movie or Dramatic Special","Sally Robinson, Eugenia Bostwick-Singer, Raymond Singer, and Jennifer Friedes",,Iron Jawed Angels,,,HBO,https://image.tmdb.org/t/p/w500/pLtbTAIBpoRrQxnfTVB0y0wVEKK.jpg,,false,,,,,,,,,,,,,,,,
2004,"Outstanding Writing for a Miniseries, Movie or Dramatic Special","Outstanding Writing for a Miniseries, Movie or Dramatic Special",Tony Kushner,,Angels in America,,,HBO,https://image.tmdb.org/t/p/w500/rrV0kCmzcP8oB00gemSZDns90rb.jpg,,true,,,,,,,,,,,,,,,,
2004,"Outstanding Writing for a Variety, Music or Comedy Program","Outstanding Writing for a Variety, Music or Comedy Program",,,The Daily Show with Jon Stewart,,,Comedy Central,,,true,,,,,,,,,,,,,,,,
2004,"Outstanding Writing for a Variety, Music or Comedy Program","Outstanding Writing for a Variety, Music or Comedy Program",,,Chappelle's Show,,,Comedy Central,https://image.tmdb.org/t/p/w500/aHpTmNU2wLHokoVpzcnh2VQBJOI.jpg,,false,,,,,,,,,,,,,,,,
2004,"Outstanding Writing for a Variety, Music or Comedy Program","Outstanding Writing for a Variety, Music or Comedy Program",,,Chris Rock: Never Scared,,,HBO,https://m.media-amazon.com/images/M/MV5BZjY0MTlhM2UtNGMzMy00OTQ0LThjZTUtMzdjZDcyMDhiYjU0XkEyXkFqcGc@._V1_SX300.jpg,,false,,,,,,,,,,,,,,,,
2004,"Outstanding Writing for a Variety, Music or Comedy Program","Outstanding Writing for a Variety, Music or Comedy Program",,,Late Night with Conan O'Brien,,,NBC,https://image.tmdb.org/t/p/w500/gJZ1rhLLFpatuAeylJoUI82DKC7.jpg,,false,,,,,,,,,,,,,,,,
2004,"Outstanding Writing for a Variety, Music or Comedy Program","Outstanding Writing for a Variety, Music or Comedy Program",,,Late Show with David Letterman,,,CBS,https://image.tmdb.org/t/p/w500/fTBC5EpsgKmli9VQcJMtqQ08Qj4.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Comedy Series,Outstanding Comedy Series,,,Everybody Loves Raymond,nm0005380,,CBS,https://image.tmdb.org/t/p/w500/dcCnVVggEBfNpzHrqzDJqhE6tGP.jpg,,true,,,,,,,,https://www.imdb.com/title/nm0005380/,,,,,,,,
2005,Outstanding Comedy Series,Outstanding Comedy Series,,,Arrested Development,,,Fox,https://image.tmdb.org/t/p/w500/p4r4RD7RsNcJVoz0H6z3dBoTBtW.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Comedy Series,Outstanding Comedy Series,,,Desperate Housewives,,,ABC,https://image.tmdb.org/t/p/w500/sywYmV9c9Vj2U7ocqNyfDt2pz3r.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Comedy Series,Outstanding Comedy Series,,,Scrubs,,,NBC,https://image.tmdb.org/t/p/w500/w7ri7byEYLdciSZOwWHj6TUAX7j.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Comedy Series,Outstanding Comedy Series,,,Will & Grace,,,NBC,https://image.tmdb.org/t/p/w500/aEaYdyHcpHN3fIXHhXHtXOs8Rtk.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Directing for a Comedy Series,Outstanding Directing for a Comedy Series,Charles McDougall,,"Desperate Housewives: ""Pilot""",,,ABC,https://image.tmdb.org/t/p/w500/sywYmV9c9Vj2U7ocqNyfDt2pz3r.jpg,,true,,,,,,,,,,,,,,,,
2005,Outstanding Directing for a Comedy Series,Outstanding Directing for a Comedy Series,David Frankel,,"Entourage: ""Pilot""",,,HBO,https://image.tmdb.org/t/p/w500/kLKP8zrArBtBboGz3qJOuMGC7rL.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Directing for a Comedy Series,Outstanding Directing for a Comedy Series,Gary Halvorson,,"Everybody Loves Raymond: ""The Finale""",,,CBS,https://image.tmdb.org/t/p/w500/dcCnVVggEBfNpzHrqzDJqhE6tGP.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Directing for a Comedy Series,Outstanding Directing for a Comedy Series,James Burrows,,"Will & Grace: ""It's a Dad, Dad, Dad, Dad World""",,,NBC,https://image.tmdb.org/t/p/w500/aEaYdyHcpHN3fIXHhXHtXOs8Rtk.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Directing for a Comedy Series,Outstanding Directing for a Comedy Series,Randall Zisk,,"Monk: ""Mr. Monk Takes His Medicine""",,,USA,https://image.tmdb.org/t/p/w500/3axGMbUecXXOPSeG47v2i9wK5y5.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Directing for a Drama Series,Outstanding Directing for a Drama Series,Alex Graves,,"The West Wing: ""2162 Votes""",,,NBC,https://image.tmdb.org/t/p/w500/yqDWr5NAE7m1IWrygYwLyEB6pN0.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Directing for a Drama Series,Outstanding Directing for a Drama Series,Gregg Fienberg,,"Deadwood: ""Complications""",,,HBO,https://image.tmdb.org/t/p/w500/fWwxYAuqY4Na7fKI3Qq2nFWCwG8.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Directing for a Drama Series,Outstanding Directing for a Drama Series,J. J. Abrams,,"Lost: ""Pilot""",,,ABC,https://image.tmdb.org/t/p/w500/og6S0aTZU6YUJAbqxeKjCa3kY1E.jpg,,true,,,,,,,,,,,,,,,,
2005,Outstanding Directing for a Drama Series,Outstanding Directing for a Drama Series,Peter Horton,,"Grey's Anatomy: ""A Hard Day's Night""",,,ABC,https://image.tmdb.org/t/p/w500/hjJkrLXhWvGHpLeLBDFznpBTY1S.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Directing for a Drama Series,Outstanding Directing for a Drama Series,Peter Tolan,,"Rescue Me: ""Guts""",,,FX,https://image.tmdb.org/t/p/w500/gnOwOb82chSJkQEZ9pd6jf2ZrEX.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Directing for a Drama Series,Outstanding Directing for a Drama Series,Quentin Tarantino,,"CSI: Crime Scene Investigation: ""Grave Danger""",,,CBS,https://image.tmdb.org/t/p/w500/1gjcpAa99FAOWGnrUvHEXXsRs7o.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Directing for a Drama Series,Outstanding Directing for a Drama Series,Scott Winant,,"Huff: ""Crazy Nuts & All Fucked Up""",,,Showtime,https://image.tmdb.org/t/p/w500/4SlzMxpiXHN7k0UhHx3h0128eVO.jpg,,false,,,,,,,,,,,,,,,,
2005,"Outstanding Directing for a Miniseries, Movie or Dramatic Special","Outstanding Directing for a Miniseries, Movie or Dramatic Special",Fred Schepisi,,Empire Falls,,,HBO,https://image.tmdb.org/t/p/w500/sW9cZcM3KnWOQKoRl0Lh58G0bT3.jpg,,false,,,,,,,,,,,,,,,,
2005,"Outstanding Directing for a Miniseries, Movie or Dramatic Special","Outstanding Directing for a Miniseries, Movie or Dramatic Special",George C. Wolfe,,Lackawanna Blues,,,HBO,https://image.tmdb.org/t/p/w500/r96EgKcTtNUzwH5mZp7I6yYlppW.jpg,,false,,,,,,,,,,,,,,,,
2005,"Outstanding Directing for a Miniseries, Movie or Dramatic Special","Outstanding Directing for a Miniseries, Movie or Dramatic Special",Joseph Sargent,,Warm Springs,,,HBO,https://image.tmdb.org/t/p/w500/8tOtXpn4SeXqgaLpfocsRddSqBo.jpg,,false,,,,,,,,,,,,,,,,
2005,"Outstanding Directing for a Miniseries, Movie or Dramatic Special","Outstanding Directing for a Miniseries, Movie or Dramatic Special",Stephen Hopkins,,The Life and Death of Peter Sellers,,,HBO,https://image.tmdb.org/t/p/w500/eZHnSd73L5v5FDZdBpGhQPLUZGW.jpg,,true,,,,,,,,,,,,,,,,
2005,"Outstanding Directing for a Variety, Music or Comedy Program","Outstanding Directing for a Variety, Music or Comedy Program",Bucky Gunts,,Games of the XXVIII Olympiad Opening Ceremony,,,NBC,,,true,,,,,,,,,,,,,,,,
2005,"Outstanding Directing for a Variety, Music or Comedy Program","Outstanding Directing for a Variety, Music or Comedy Program",Chuck O'Neil,,The Daily Show with Jon Stewart,,,Comedy Central,,,false,,,,,,,,,,,,,,,,
2005,"Outstanding Directing for a Variety, Music or Comedy Program","Outstanding Directing for a Variety, Music or Comedy Program",James Bobin,,"Da Ali G Show: ""Rekognize""",,,HBO,https://image.tmdb.org/t/p/w500/aCWE7bwyqjSrwjPd3HeyrrpJNlQ.jpg,,false,,,,,,,,,,,,,,,,
2005,"Outstanding Directing for a Variety, Music or Comedy Program","Outstanding Directing for a Variety, Music or Comedy Program",Jerry Foley,,Late Show with David Letterman,,,CBS,https://image.tmdb.org/t/p/w500/fTBC5EpsgKmli9VQcJMtqQ08Qj4.jpg,,false,,,,,,,,,,,,,,,,
2005,"Outstanding Directing for a Variety, Music or Comedy Program","Outstanding Directing for a Variety, Music or Comedy Program",Louis J. Horvitz,,The 77th Annual Academy Awards,,,ABC,https://m.media-amazon.com/images/M/MV5BMTY2MDI3MDMzNV5BMl5BanBnXkFtZTcwMjY4NDcyMQ@@._V1_SX300.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Drama Series,Outstanding Drama Series,,,Lost,nm0009190,,ABC,https://image.tmdb.org/t/p/w500/og6S0aTZU6YUJAbqxeKjCa3kY1E.jpg,,true,,,,,,,,https://www.imdb.com/title/nm0009190/,,,,,,,,
2005,Outstanding Drama Series,Outstanding Drama Series,,,Deadwood,,,HBO,https://image.tmdb.org/t/p/w500/fWwxYAuqY4Na7fKI3Qq2nFWCwG8.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Drama Series,Outstanding Drama Series,,,The West Wing,,,NBC,https://image.tmdb.org/t/p/w500/yqDWr5NAE7m1IWrygYwLyEB6pN0.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Drama Series,Outstanding Drama Series,,,24,,,Fox,https://image.tmdb.org/t/p/w500/iq6yrZ5LEDXf1ArCOYLq8PIUBpV.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Drama Series,Outstanding Drama Series,,,Six Feet Under,,,HBO,https://image.tmdb.org/t/p/w500/sCgzLaVlFy8KxtxRPvt1V5MNTDb.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Individual Performance in a Variety or Music Program,Outstanding Individual Performance in a Variety or Music Program,Hugh Jackman,,The 58th Annual Tony Awards,,,CBS,https://image.tmdb.org/t/p/w500/4Xujtewxqt6aU0Y81tsS9gkjizk.jpg,,true,,,,,,,,,,,,,,,,
2005,Outstanding Individual Performance in a Variety or Music Program,Outstanding Individual Performance in a Variety or Music Program,Jay Leno,,The Tonight Show with Jay Leno,,,NBC,https://image.tmdb.org/t/p/w500/xAFMZ3wFIEXTISryRZD94AAvWng.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Individual Performance in a Variety or Music Program,Outstanding Individual Performance in a Variety or Music Program,Jon Stewart,,The Daily Show with Jon Stewart,,,Comedy Central,,,false,,,,,,,,,,,,,,,,
2005,Outstanding Individual Performance in a Variety or Music Program,Outstanding Individual Performance in a Variety or Music Program,Whoopi Goldberg,,Whoopi Back to Broadway – The 20th Anniversary,,,HBO,https://image.tmdb.org/t/p/w500/78LZMMzNUJVfLI1MObxejScwZz5.jpg,,false,,,,,,,,,,,,,,,,
2005,Outstanding Lead Actor in a Comedy Series,Outstanding Lead Actor in a Comedy Series,Eric McCormack,,Will & Grace,,Will Truman,NBC,,https://image.tmdb.org/t/p/w500/nAVgJZeptg0ay0adsYhnrGf9Jsc.jpg,false,,,,,,,,,,,,,,,,
2005,Outstanding Lead Actor in a Comedy Series,Outstanding Lead Actor in a Comedy Series,Jason Bateman,,Arrested Development,,Michael Bluth,Fox,,https://image.tmdb.org/t/p/w500/wS22fofYtUf4aGXACFwhkTjUk6a.jpg,false,,,,,,,,,,,,,,,,
2005,Outstanding Lead Actor in a Comedy Series,Outstanding Lead Actor in a Comedy Series,Ray Romano,,Everybody Loves Raymond,,Ray Barone (CBS),Episode: “The Power of No”,,https://image.tmdb.org/t/p/w500/zWT03QvuVYySlrjmHCojKrNYjoC.jpg,false,,,,,,,,,,,,,,,,
2005,Outstanding Lead Actor in a Comedy Series,Outstanding Lead Actor in a Comedy Series,Tony Shalhoub,nm0001724,Monk,tt0312172,Adrian Monk,USA,https://image.tmdb.org/t/p/w500/3axGMbUecXXOPSeG47v2i9wK5y5.jpg,https://image.tmdb.org/t/p/w500/1zfBSuAmOr1xXjNg4WzFWPm5B0Z.jpg,true,2002-07-12,Ended,8,,"Drama, Comedy, Crime, Mystery","Adrian Monk was once a rising star with the San Francisco Police Department, legendary for using unconventional means to solve the department's most baffling cases. But after the tragic (and still unsolved) murder of his wife Trudy, he developed an extreme case of obsessive-compulsive disorder. Now working as a private consultant, Monk continues to investigate cases in the most unconventional ways.",https://image.tmdb.org/t/p/w500/dMY7XUfEAK0Rl8hsgc8ufEOaiZ2.jpg,https://www.imdb.com/title/tt0312172/,https://www.themoviedb.org/tv/1695,1953-10-09,"Green Bay, Wisconsin, USA",Acting,Male,"Tony Shalhoub is an American actor. His television work includes the role of Antonio Scarpacci on Wings and Adrian Monk on Monk. He has won three Emmy Awards and a Golden Globe for his work on Monk. He also has a successful career as a character actor, with roles in Spy Kids, Men in Black, Men in Black II, Galaxy Quest, 1408, Barton Fink, Big Night, The Siege, and The Man Who Wasn't There.​",https://www.imdb.com/name/nm0001724/,https://www.themoviedb.org/person/4252
2005,Outstanding Lead Actor in a Comedy Series,Outstanding Lead Actor in a Comedy Series,Zach Braff,,Scrubs,,"Dr. John ""J.D."" Dorian",NBC,,https://image.tmdb.org/t/p/w500/koIHwqE6hWIXuOIDHNADwSuGq6N.jpg,false,,,,,,,,,,,,,,,,
2005,Outstanding Lead Actor in a Drama Series,Outstanding Lead Actor in a Drama Series,Hank Azaria,,Huff,,Craig Huffstodt,Showtime,,https://image.tmdb.org/t/p/w500/uON3TWSySIy8wbDhkSzmFTDM6XO.jpg,false,,,,,,,,,,,,,,,,
2005,Outstanding Lead Actor in a Drama Series,Outstanding Lead Actor in a Drama Series,Hugh Laurie,,House,,Dr. Gregory House,Fox,,https://image.tmdb.org/t/p/w500/akArncggHnusP5jxzMBKmJDRrMo.jpg,false,,,,,,,,,,,,,,,,
2005,Outstanding Lead Actor in a Drama Series,Outstanding Lead Actor in a Drama Series,Ian McShane,,Deadwood,,Al Swearengen,HBO,,https://image.tmdb.org/t/p/w500/qh9RTLbnr128TZLdGuXwUH9mdBM.jpg,false,,,,,,,,,,,,,,,,
2005,Outstanding Lead Actor in a Drama Series,Outstanding Lead Actor in a Drama Series,James Spader,nm0000652,Boston Legal,tt0402711,Alan Shore,ABC,https://image.tmdb.org/t/p/w500/b0bXUCfpcsgQ6EVVmucU2G76ixT.jpg,https://image.tmdb.org/t/p/w500/uET0mbf2bMkUXbRb1Oxi8Qjqcw3.jpg,true,2004-10-03,Ended,5,42,"Comedy, Drama",Alan Shore and Denny Crane lead a brigade of high-priced civil litigators in an upscale Boston law firm in a series focusing on the professional and personal lives of brilliant but often emotionally challenged attorneys. A spin-off of long-running series The Practice.,https://image.tmdb.org/t/p/w500/ojEmDThITGk9IsE32uxCWCA0kH5.jpg,https://www.imdb.com/title/tt0402711/,https://www.themoviedb.org/tv/4598,1960-02-07,"Boston, Massachusetts, USA",Acting,Male,"James Todd Spader (/ˈspeɪdər/ SPAY-dər; born February 7, 1960) is an American actor. He is known for often portraying eccentric and morally ambiguous characters. He began his career in critically acclaimed independent films before transitioning into television, where he has received acclaim and many awards, including three Primetime Emmy Awards and nominations for three Golden Globe Awards, and ten Screen Actors Guild Awards.

Spader began acting in youth-oriented films such as Tuff Turf, The New Kids (both 1985), Pretty in Pink (1986), and Mannequin (1987). His breakthrough role came with the Steven Soderbergh drama Sex, Lies, and Videotape (1989), for which he received the Cannes Film Festival Award for Best Actor. He then starred in films such as White Palace (1990), True Colors (1991), Stargate (1994), 2 Days in the Valley (1996), and Secretary (2002). Spader took supporting roles in Bob Roberts (1992), Wolf (1994), Lincoln (2012), and The Homesman (2014). He also played the role of Ultron in the Marvel Cinematic Universe film Avengers: Age of Ultron (2015).

His television roles include the attorney Alan Shore in the last season of The Practice (2003–2004) and its spin-off Boston Legal (2004–2008), which earned him three Primetime Emmy Awards for Outstanding Lead Actor in a Drama Series. He portrayed Robert California in the sitcom The Office (2011–2012). He then starred as Raymond Reddington in the NBC crime thriller series The Blacklist (2013–2023), for which he received two Golden Globe Award nominations for Best Actor – Television Series Drama.

Description above from the Wikipedia article James Spader, licensed under CC-BY-SA, full list of contributors on Wikipedia.",https://www.imdb.com/name/nm0000652/,https://www.themoviedb.org/person/13548
2005,Outstanding Lead Actor in a Drama Series,Outstanding Lead Actor in a Drama Series,Kiefer Sutherland,,24,,Jack Bauer,Fox,,https://image.tmdb.org/t/p/w500/tK5zjdvao2NELns3bqT7PPqPeJI.jpg,false,,,,,,,,,,,,,,,,
2005,Outstanding Lead Actor in a Miniseries or Movie,Outstanding Lead Actor in a Miniseries or Movie,Ed Harris,,Empire Falls,,Miles Roby,HBO,,https://image.tmdb.org/t/p/w500/kUbUA70WPiosPT4kBJMWtGk0ASd.jpg,false,,,,,,,,,,,,,,,,
2005,Outstanding Lead Actor in a Miniseries or Movie,Outstanding Lead Actor in a Miniseries or Movie,Geoffrey Rush,,The Life and Death of Peter Sellers,,Peter Sellers,HBO,,https://image.tmdb.org/t/p/w500/npXFjaFQzBNroCEPllGPTZ5IisA.jpg,true,,,,,,,,,,,,,,,,
2005,Outstanding Lead Actor in a Miniseries or Movie,Outstanding Lead Actor in a Miniseries or Movie,Jonathan Rhys-Meyers,,Elvis,,Elvis Presley,CBS,,,false,,,,,,,,,,,,,,,,
2005,Outstanding Lead Actor in a Miniseries or Movie,Outstanding Lead Actor in a Miniseries or Movie,Kenneth Branagh,,Warm Springs,,Franklin D. Roosevelt,HBO,,https://image.tmdb.org/t/p/w500/AbCqqFxNi5w3nDUFdQt0DGMFh5H.jpg,false,,,,,,,,,,,,,,,,
